State,City,Date,Temperature (°C),Rainfall (mm),Humidity (%),Condition
Haryana,Gurugram,2019-09-29,29.5,103.4,87.7,Cloudy
Maharashtra,Mumbai,2019-09-29,25.8,121.9,76.1,Stormy
Rajasthan,Kota,2019-09-29,29.0,80.7,65.0,Stormy
Punjab,Ludhiana,2019-09-28,26.9,89.7,74.0,Rainy
Tamil Nadu,Chennai,2019-09-27,25.3,110.3,94.6,Stormy
Uttarakhand,Nainital,2019-09-27,25.8,144.1,68.2,Rainy
Gujarat,Rajkot,2019-09-26,30.1,81.8,66.1,Cloudy
Andhra Pradesh,Tirupati,2019-09-25,25.8,166.3,90.4,Stormy
Jharkhand,Dhanbad,2019-09-25,32.2,106.1,90.4,Rainy
Nagaland,Kohima,2019-09-25,24.3,87.1,71.4,Stormy
Tamil Nadu,Coimbatore,2019-09-25,25.3,143.6,67.7,Heavy Rain
Uttar Pradesh,Lucknow,2019-09-24,30.6,148.9,73.0,Rainy
Haryana,Panipat,2019-09-23,27.5,90.3,74.6,Stormy
Jharkhand,Ranchi,2019-09-23,24.3,98.2,82.5,Cloudy
Madhya Pradesh,Gwalior,2019-09-23,24.8,154.2,78.3,Cloudy
Mizoram,Aizawl,2019-09-23,31.2,82.9,67.2,Rainy
Sikkim,Gangtok,2019-09-22,29.1,80.8,65.1,Heavy Rain
Uttar Pradesh,Kanpur,2019-09-22,30.1,137.3,91.5,Rainy
Jammu and Kashmir,Srinagar,2019-09-22,26.9,24.5,83.6,Heavy Rain
Ladakh,Kargil,2019-09-22,25.4,66.0,80.4,Heavy Rain
Himachal Pradesh,Shimla,2019-09-21,32.2,161.6,85.7,Heavy Rain
Jharkhand,Jamshedpur,2019-09-21,24.3,142.6,66.7,Cloudy
West Bengal,Siliguri,2019-09-21,28.0,135.2,89.4,Heavy Rain
Ladakh,Leh,2019-09-21,26.5,33.8,78.3,Cloudy
Punjab,Chandigarh,2019-09-19,23.3,108.3,92.6,Stormy
Telangana,Warangal,2019-09-19,23.3,119.4,73.6,Cloudy
Gujarat,Ahmedabad,2019-09-18,32.3,106.2,90.5,Cloudy
Meghalaya,Shillong,2019-09-18,24.9,121.0,75.2,Cloudy
Uttar Pradesh,Varanasi,2019-09-17,27.0,156.4,80.5,Heavy Rain
Assam,Silchar,2019-09-16,27.6,68.2,82.6,Cloudy
Haryana,Faridabad,2019-09-16,31.8,105.7,90.0,Rainy
Karnataka,Mangaluru,2019-09-16,24.9,132.1,86.3,Rainy
Nagaland,Dimapur,2019-09-16,24.4,98.3,82.6,Stormy
Uttarakhand,Haridwar,2019-09-16,24.9,143.2,67.3,Heavy Rain
Andhra Pradesh,Guntur,2019-09-15,26.5,144.8,68.9,Heavy Rain
Gujarat,Surat,2019-09-14,30.8,71.4,85.8,Cloudy
Odisha,Cuttack,2019-09-14,27.1,78.8,93.2,Heavy Rain
Punjab,Jalandhar,2019-09-14,23.9,97.8,82.1,Cloudy
Telangana,Nizamabad,2019-09-14,31.8,127.9,82.1,Stormy
Delhi (NCT),Dwarka,2019-09-14,27.1,89.9,74.2,Stormy
West Bengal,Darjeeling,2019-09-13,33.4,151.7,75.8,Rainy
Rajasthan,Jaipur,2019-09-12,27.1,101.0,85.3,Cloudy
Rajasthan,Udaipur,2019-09-12,27.1,112.1,66.3,Rainy
Andhra Pradesh,Visakhapatnam,2019-09-11,30.2,50.0,79.0,Stormy
Tamil Nadu,Madurai,2019-09-11,25.0,110.0,94.3,Heavy Rain
Kerala,Kochi,2019-09-10,25.6,55.1,69.5,Stormy
Maharashtra,Pune,2019-09-10,26.6,100.5,84.8,Rainy
Tripura,Agartala,2019-09-10,26.6,100.5,84.8,Rainy
Uttar Pradesh,Noida,2019-09-10,26.6,122.7,76.9,Stormy
Bihar,Bhagalpur,2019-09-09,24.0,86.8,71.1,Heavy Rain
Gujarat,Vadodara,2019-09-09,24.5,98.4,82.7,Heavy Rain
Assam,Dibrugarh,2019-09-08,25.6,88.4,72.7,Heavy Rain
Kerala,Thiruvananthapuram,2019-09-08,23.9,32.6,91.7,Rainy
Arunachal Pradesh,Naharlagun,2019-09-07,29.2,49.0,78.0,Rainy
Assam,Guwahati,2019-09-07,27.2,78.9,93.3,Rainy
Goa,Margao,2019-09-07,26.7,34.0,78.5,Heavy Rain
Madhya Pradesh,Jabalpur,2019-09-07,32.4,161.8,85.9,Cloudy
Andhra Pradesh,Vijayawada,2019-09-06,30.3,16.8,75.9,Stormy
Karnataka,Mysuru,2019-09-06,29.3,103.2,87.5,Heavy Rain
Bihar,Patna,2019-09-05,26.2,44.6,89.1,Cloudy
Chhattisgarh,Raipur,2019-09-04,25.6,132.8,87.0,Heavy Rain
Maharashtra,Nagpur,2019-09-04,25.1,121.2,75.4,Heavy Rain
Tamil Nadu,Tiruchirappalli,2019-09-04,34.0,31.6,90.7,Stormy
Bihar,Gaya,2019-09-03,25.7,33.0,77.5,Cloudy
Karnataka,Hubballi,2019-09-02,32.0,117.0,71.2,Cloudy
Kerala,Kozhikode,2019-09-02,24.6,98.5,82.8,Rainy
Rajasthan,Jodhpur,2019-09-01,26.2,111.2,65.4,Heavy Rain
Madhya Pradesh,Bhopal,2019-08-31,32.0,139.2,93.4,Heavy Rain
Manipur,Imphal,2019-08-31,27.3,79.0,93.4,Cloudy
West Bengal,Kolkata,2019-08-31,24.1,120.2,74.4,Cloudy
Karnataka,Bengaluru,2019-08-30,33.6,129.7,83.9,Rainy
Uttarakhand,Dehradun,2019-08-30,33.6,140.8,95.0,Heavy Rain
West Bengal,Howrah,2019-08-30,25.7,110.7,95.0,Stormy
Uttar Pradesh,Agra,2019-08-28,25.2,110.2,94.5,Cloudy
Himachal Pradesh,Dharamshala,2019-08-27,24.6,44.4,73.4,Stormy
Madhya Pradesh,Indore,2019-08-26,32.6,139.8,94.0,Cloudy
Chhattisgarh,Bilaspur,2019-08-25,23.1,152.5,76.6,Rainy
Maharashtra,Nashik,2019-08-25,33.7,118.7,72.9,Stormy
Odisha,Bhubaneswar,2019-08-25,33.7,118.7,72.9,Stormy
Odisha,Rourkela,2019-08-25,25.8,88.6,72.9,Cloudy
Chhattisgarh,Durg,2019-08-24,24.2,109.2,93.5,Heavy Rain
Delhi (NCT),New Delhi,2019-08-24,24.2,109.2,93.5,Heavy Rain
Goa,Panaji,2019-08-23,24.8,32.1,76.6,Rainy
Haryana,Gurugram,2019-08-23,25.8,99.7,84.0,Rainy
Maharashtra,Mumbai,2019-08-23,33.2,118.2,72.4,Cloudy
Rajasthan,Kota,2019-08-23,25.3,77.0,91.4,Cloudy
Punjab,Ludhiana,2019-08-22,23.2,86.0,70.3,Heavy Rain
Tamil Nadu,Chennai,2019-08-21,32.7,106.6,90.9,Cloudy
Uttarakhand,Nainital,2019-08-21,33.2,140.4,94.6,Heavy Rain
Gujarat,Rajkot,2019-08-20,26.4,78.1,92.5,Rainy
Andhra Pradesh,Tirupati,2019-08-19,33.2,162.6,86.7,Cloudy
Jharkhand,Dhanbad,2019-08-19,28.5,102.4,86.7,Heavy Rain
Nagaland,Kohima,2019-08-19,31.7,83.4,67.7,Cloudy
Tamil Nadu,Coimbatore,2019-08-19,32.7,139.9,94.1,Stormy
Uttar Pradesh,Lucknow,2019-08-18,26.9,145.2,69.3,Heavy Rain
Haryana,Panipat,2019-08-17,23.8,86.6,70.9,Cloudy
Jharkhand,Ranchi,2019-08-17,31.7,94.5,78.8,Rainy
Madhya Pradesh,Gwalior,2019-08-17,32.2,150.5,74.6,Rainy
Mizoram,Aizawl,2019-08-17,27.5,79.2,93.6,Heavy Rain
Arunachal Pradesh,Itanagar,2019-08-16,27.4,25.0,84.1,Rainy
Sikkim,Gangtok,2019-08-16,25.4,77.1,91.5,Stormy
Uttar Pradesh,Kanpur,2019-08-16,26.4,133.6,87.8,Heavy Rain
Ladakh,Kargil,2019-08-16,32.8,62.3,76.7,Stormy
Himachal Pradesh,Shimla,2019-08-15,28.5,157.9,82.0,Stormy
Jharkhand,Jamshedpur,2019-08-15,31.7,138.9,93.1,Rainy
West Bengal,Siliguri,2019-08-15,24.3,131.5,85.7,Stormy
Ladakh,Leh,2019-08-15,33.9,30.1,74.6,Rainy
Punjab,Chandigarh,2019-08-13,30.7,104.6,88.9,Cloudy
Telangana,Warangal,2019-08-13,30.7,115.7,69.9,Rainy
Gujarat,Ahmedabad,2019-08-12,28.6,102.5,86.8,Rainy
Meghalaya,Shillong,2019-08-12,32.3,117.3,71.5,Rainy
Assam,Silchar,2019-08-10,23.9,64.5,78.9,Rainy
Haryana,Faridabad,2019-08-10,28.1,102.0,86.3,Heavy Rain
Karnataka,Mangaluru,2019-08-10,32.3,128.4,82.6,Heavy Rain
Nagaland,Dimapur,2019-08-10,31.8,94.6,78.9,Cloudy
Uttarakhand,Haridwar,2019-08-10,32.3,139.5,93.7,Stormy
Andhra Pradesh,Guntur,2019-08-09,33.9,141.1,65.2,Stormy
Gujarat,Surat,2019-08-08,27.1,67.7,82.1,Rainy
Odisha,Cuttack,2019-08-08,23.4,75.1,89.5,Stormy
Punjab,Jalandhar,2019-08-08,31.3,94.1,78.4,Rainy
Telangana,Nizamabad,2019-08-08,28.1,124.2,78.4,Cloudy
Delhi (NCT),Dwarka,2019-08-08,23.4,86.2,70.5,Cloudy
West Bengal,Darjeeling,2019-08-07,29.7,148.0,72.1,Heavy Rain
Rajasthan,Jaipur,2019-08-06,23.4,97.3,81.6,Rainy
Rajasthan,Udaipur,2019-08-06,23.4,108.4,92.7,Heavy Rain
Telangana,Hyderabad,2019-08-06,27.6,123.7,77.9,Rainy
Andhra Pradesh,Visakhapatnam,2019-08-05,26.5,46.3,75.3,Cloudy
Tamil Nadu,Madurai,2019-08-05,32.4,106.3,90.6,Stormy
Kerala,Kochi,2019-08-04,33.0,51.4,65.8,Cloudy
Maharashtra,Pune,2019-08-04,34.0,96.8,81.1,Heavy Rain
Tripura,Agartala,2019-08-04,34.0,96.8,81.1,Heavy Rain
Uttar Pradesh,Noida,2019-08-04,34.0,119.0,73.2,Cloudy
Bihar,Bhagalpur,2019-08-03,31.4,83.1,67.4,Stormy
Gujarat,Vadodara,2019-08-03,31.9,94.7,79.0,Stormy
Assam,Dibrugarh,2019-08-02,33.0,84.7,69.0,Stormy
Kerala,Thiruvananthapuram,2019-08-02,31.3,28.9,88.0,Heavy Rain
Arunachal Pradesh,Naharlagun,2019-08-01,25.5,45.3,74.3,Heavy Rain
Assam,Guwahati,2019-08-01,23.5,75.2,89.6,Heavy Rain
Goa,Margao,2019-08-01,23.0,30.3,74.8,Stormy
Madhya Pradesh,Jabalpur,2019-08-01,28.7,158.1,82.2,Rainy
Andhra Pradesh,Vijayawada,2019-07-31,26.6,178.2,72.2,Cloudy
Karnataka,Mysuru,2019-07-31,25.6,99.5,83.8,Stormy
Bihar,Patna,2019-07-30,33.6,40.9,85.4,Rainy
Chhattisgarh,Raipur,2019-07-29,33.0,129.1,83.3,Stormy
Maharashtra,Nagpur,2019-07-29,32.5,117.5,71.7,Stormy
Tamil Nadu,Tiruchirappalli,2019-07-29,30.3,27.9,87.0,Cloudy
Bihar,Gaya,2019-07-28,33.1,29.3,73.8,Rainy
Karnataka,Hubballi,2019-07-27,28.3,113.3,67.5,Rainy
Kerala,Kozhikode,2019-07-27,32.0,94.8,79.1,Heavy Rain
Rajasthan,Jodhpur,2019-07-26,33.6,107.5,91.8,Stormy
Madhya Pradesh,Bhopal,2019-07-25,28.3,135.5,89.7,Stormy
Manipur,Imphal,2019-07-25,23.6,75.3,89.7,Rainy
West Bengal,Kolkata,2019-07-25,31.5,116.5,70.7,Rainy
Karnataka,Bengaluru,2019-07-24,29.9,126.0,80.2,Heavy Rain
Uttarakhand,Dehradun,2019-07-24,29.9,137.1,91.3,Stormy
West Bengal,Howrah,2019-07-24,33.1,107.0,91.3,Cloudy
Uttar Pradesh,Agra,2019-07-22,32.6,106.5,90.8,Rainy
Himachal Pradesh,Dharamshala,2019-07-21,32.0,40.7,69.7,Cloudy
Madhya Pradesh,Indore,2019-07-20,28.9,136.1,90.3,Rainy
Chhattisgarh,Bilaspur,2019-07-19,30.5,148.8,72.9,Heavy Rain
Maharashtra,Nashik,2019-07-19,30.0,115.0,69.2,Cloudy
Odisha,Bhubaneswar,2019-07-19,30.0,115.0,69.2,Cloudy
Chhattisgarh,Durg,2019-07-18,31.6,105.5,89.8,Stormy
Delhi (NCT),New Delhi,2019-07-18,31.6,105.5,89.8,Stormy
Goa,Panaji,2019-07-17,32.2,28.4,72.9,Heavy Rain
Haryana,Gurugram,2019-07-17,33.2,96.0,80.3,Heavy Rain
Maharashtra,Mumbai,2019-07-17,29.5,114.5,68.7,Rainy
Rajasthan,Kota,2019-07-17,32.7,73.3,87.7,Rainy
Punjab,Ludhiana,2019-07-16,30.6,82.3,66.6,Stormy
Tamil Nadu,Chennai,2019-07-15,29.0,102.9,87.2,Rainy
Uttarakhand,Nainital,2019-07-15,29.5,136.7,90.9,Stormy
Gujarat,Rajkot,2019-07-14,33.8,74.4,88.8,Heavy Rain
Andhra Pradesh,Tirupati,2019-07-13,29.5,158.9,83.0,Rainy
Jharkhand,Dhanbad,2019-07-13,24.8,98.7,83.0,Stormy
Nagaland,Kohima,2019-07-13,28.0,79.7,94.1,Rainy
Tamil Nadu,Coimbatore,2019-07-13,29.0,136.2,90.4,Cloudy
Uttar Pradesh,Lucknow,2019-07-12,23.2,141.5,65.6,Stormy
Haryana,Panipat,2019-07-11,31.2,82.9,67.2,Rainy
Jharkhand,Ranchi,2019-07-11,28.0,90.8,75.1,Heavy Rain
Madhya Pradesh,Gwalior,2019-07-11,28.5,146.8,70.9,Heavy Rain
Mizoram,Aizawl,2019-07-11,23.8,75.5,89.9,Stormy
Arunachal Pradesh,Itanagar,2019-07-10,23.7,21.3,80.4,Heavy Rain
Sikkim,Gangtok,2019-07-10,32.8,73.4,87.8,Cloudy
Uttar Pradesh,Kanpur,2019-07-10,33.8,129.9,84.1,Stormy
Ladakh,Kargil,2019-07-10,29.1,58.6,73.0,Cloudy
Himachal Pradesh,Shimla,2019-07-09,24.8,154.2,78.3,Cloudy
Jharkhand,Jamshedpur,2019-07-09,28.0,135.2,89.4,Heavy Rain
West Bengal,Siliguri,2019-07-09,31.7,127.8,82.0,Cloudy
Ladakh,Leh,2019-07-09,30.2,26.4,70.9,Heavy Rain
Punjab,Chandigarh,2019-07-07,27.0,100.9,85.2,Rainy
Telangana,Warangal,2019-07-07,27.0,112.0,66.2,Heavy Rain
Gujarat,Ahmedabad,2019-07-06,24.9,98.8,83.1,Heavy Rain
Meghalaya,Shillong,2019-07-06,28.6,113.6,67.8,Heavy Rain
Assam,Silchar,2019-07-04,31.3,60.8,75.2,Heavy Rain
Haryana,Faridabad,2019-07-04,24.4,98.3,82.6,Stormy
Karnataka,Mangaluru,2019-07-04,28.6,124.7,78.9,Stormy
Nagaland,Dimapur,2019-07-04,28.1,90.9,75.2,Rainy
Uttarakhand,Haridwar,2019-07-04,28.6,135.8,90.0,Cloudy
Andhra Pradesh,Guntur,2019-07-03,30.2,137.4,91.6,Cloudy
Gujarat,Surat,2019-07-02,23.4,64.0,78.4,Heavy Rain
Odisha,Cuttack,2019-07-02,30.8,71.4,85.8,Cloudy
Punjab,Jalandhar,2019-07-02,27.6,90.4,74.7,Heavy Rain
Telangana,Nizamabad,2019-07-02,24.4,120.5,74.7,Rainy
Delhi (NCT),Dwarka,2019-07-02,30.8,82.5,66.8,Rainy
West Bengal,Darjeeling,2019-07-01,26.0,144.3,68.4,Stormy
Rajasthan,Jaipur,2019-06-30,30.8,93.6,77.9,Heavy Rain
Rajasthan,Udaipur,2019-06-30,30.8,104.7,89.0,Stormy
Telangana,Hyderabad,2019-06-30,23.9,120.0,74.2,Heavy Rain
Andhra Pradesh,Visakhapatnam,2019-06-29,33.9,42.6,71.6,Rainy
Tamil Nadu,Madurai,2019-06-29,28.7,102.6,86.9,Cloudy
Kerala,Kochi,2019-06-28,29.3,47.7,92.2,Rainy
Maharashtra,Pune,2019-06-28,30.3,93.1,77.4,Stormy
Tripura,Agartala,2019-06-28,30.3,93.1,77.4,Stormy
Bihar,Bhagalpur,2019-06-27,27.7,79.4,93.8,Cloudy
Gujarat,Vadodara,2019-06-27,28.2,91.0,75.3,Cloudy
Assam,Dibrugarh,2019-06-26,29.3,81.0,65.3,Cloudy
Kerala,Thiruvananthapuram,2019-06-26,27.6,25.2,84.3,Stormy
Arunachal Pradesh,Naharlagun,2019-06-25,32.9,41.6,70.6,Stormy
Assam,Guwahati,2019-06-25,30.9,71.5,85.9,Stormy
Goa,Margao,2019-06-25,30.4,26.6,71.1,Cloudy
Madhya Pradesh,Jabalpur,2019-06-25,25.0,154.4,78.5,Heavy Rain
Andhra Pradesh,Vijayawada,2019-06-24,34.0,174.5,68.5,Rainy
Karnataka,Mysuru,2019-06-24,33.0,95.8,80.1,Cloudy
Bihar,Patna,2019-06-23,29.9,37.2,81.7,Heavy Rain
Chhattisgarh,Raipur,2019-06-22,29.3,125.4,79.6,Cloudy
Maharashtra,Nagpur,2019-06-22,28.8,113.8,68.0,Cloudy
Tamil Nadu,Tiruchirappalli,2019-06-22,26.6,24.2,83.3,Rainy
Bihar,Gaya,2019-06-21,29.4,25.6,70.1,Heavy Rain
Karnataka,Hubballi,2019-06-20,24.6,109.6,93.9,Heavy Rain
Kerala,Kozhikode,2019-06-20,28.3,91.1,75.4,Stormy
Maharashtra,Aurangabad,2019-06-20,33.0,151.3,75.4,Rainy
Rajasthan,Jodhpur,2019-06-19,29.9,103.8,88.1,Cloudy
Madhya Pradesh,Bhopal,2019-06-18,24.6,131.8,86.0,Cloudy
Manipur,Imphal,2019-06-18,31.0,71.6,86.0,Heavy Rain
West Bengal,Kolkata,2019-06-18,27.8,112.8,67.0,Heavy Rain
Karnataka,Bengaluru,2019-06-17,26.2,122.3,76.5,Stormy
Uttarakhand,Dehradun,2019-06-17,26.2,133.4,87.6,Cloudy
West Bengal,Howrah,2019-06-17,29.4,103.3,87.6,Rainy
Uttar Pradesh,Agra,2019-06-15,28.9,102.8,87.1,Heavy Rain
Himachal Pradesh,Dharamshala,2019-06-14,28.3,37.0,66.0,Rainy
Madhya Pradesh,Indore,2019-06-13,25.2,132.4,86.6,Heavy Rain
Chhattisgarh,Bilaspur,2019-06-12,26.8,145.1,69.2,Stormy
Maharashtra,Nashik,2019-06-12,26.3,111.3,65.5,Rainy
Odisha,Bhubaneswar,2019-06-12,26.3,111.3,65.5,Rainy
Chhattisgarh,Durg,2019-06-11,27.9,101.8,86.1,Cloudy
Delhi (NCT),New Delhi,2019-06-11,27.9,101.8,86.1,Cloudy
Goa,Panaji,2019-06-10,28.5,24.7,69.2,Stormy
Haryana,Gurugram,2019-06-10,29.5,92.3,76.6,Stormy
Maharashtra,Mumbai,2019-06-10,25.8,110.8,65.0,Heavy Rain
Rajasthan,Kota,2019-06-10,29.0,69.6,84.0,Heavy Rain
Punjab,Ludhiana,2019-06-09,26.9,78.6,93.0,Cloudy
Tamil Nadu,Chennai,2019-06-08,25.3,99.2,83.5,Heavy Rain
Uttarakhand,Nainital,2019-06-08,25.8,133.0,87.2,Cloudy
Gujarat,Rajkot,2019-06-07,30.1,70.7,85.1,Stormy
Andhra Pradesh,Tirupati,2019-06-06,25.8,155.2,79.3,Heavy Rain
Jharkhand,Dhanbad,2019-06-06,32.2,95.0,79.3,Cloudy
Nagaland,Kohima,2019-06-06,24.3,76.0,90.4,Heavy Rain
Tamil Nadu,Coimbatore,2019-06-06,25.3,132.5,86.7,Rainy
Uttar Pradesh,Lucknow,2019-06-05,30.6,137.8,92.0,Cloudy
Haryana,Panipat,2019-06-04,27.5,79.2,93.6,Heavy Rain
Jharkhand,Ranchi,2019-06-04,24.3,87.1,71.4,Stormy
Madhya Pradesh,Gwalior,2019-06-04,24.8,143.1,67.2,Stormy
Mizoram,Aizawl,2019-06-04,31.2,71.8,86.2,Cloudy
Arunachal Pradesh,Itanagar,2019-06-03,31.1,17.6,76.7,Stormy
Sikkim,Gangtok,2019-06-03,29.1,69.7,84.1,Rainy
Uttar Pradesh,Kanpur,2019-06-03,30.1,126.2,80.4,Cloudy
Ladakh,Kargil,2019-06-03,25.4,54.9,69.3,Rainy
Himachal Pradesh,Shimla,2019-06-02,32.2,150.5,74.6,Rainy
Jharkhand,Jamshedpur,2019-06-02,24.3,131.5,85.7,Stormy
West Bengal,Siliguri,2019-06-02,28.0,124.1,78.3,Rainy
Ladakh,Leh,2019-06-02,26.5,22.7,67.2,Stormy
Punjab,Chandigarh,2019-05-31,43.8,11.4,46.5,Dry
Telangana,Warangal,2019-05-31,36.8,10.4,22.5,Clear
Gujarat,Ahmedabad,2019-05-30,41.7,9.3,44.4,Clear
Meghalaya,Shillong,2019-05-30,38.4,12.0,24.1,Clear
Assam,Silchar,2019-05-28,39.9,7.6,41.5,Clear
Haryana,Faridabad,2019-05-28,41.2,8.8,43.9,Hot
Karnataka,Mangaluru,2019-05-28,31.4,11.0,35.2,Hot
Nagaland,Dimapur,2019-05-28,33.8,1.4,36.5,Dry
Uttarakhand,Haridwar,2019-05-28,42.5,10.0,46.3,Sunny
Andhra Pradesh,Guntur,2019-05-27,44.1,11.6,47.9,Sunny
Gujarat,Surat,2019-05-26,43.1,10.8,44.7,Clear
Odisha,Cuttack,2019-05-26,32.4,6.1,17.0,Sunny
Punjab,Jalandhar,2019-05-26,33.3,0.9,36.0,Clear
Telangana,Nizamabad,2019-05-26,45.3,6.8,31.0,Dry
Delhi (NCT),Dwarka,2019-05-26,43.5,5.1,28.1,Dry
Himachal Pradesh,Manali,2019-05-25,40.8,2.2,27.6,Sunny
West Bengal,Darjeeling,2019-05-25,32.9,6.4,19.7,Hot
Rajasthan,Jaipur,2019-05-24,36.5,4.1,39.2,Clear
Rajasthan,Udaipur,2019-05-24,29.5,3.1,15.2,Hot
Telangana,Hyderabad,2019-05-24,44.8,6.3,30.5,Clear
Andhra Pradesh,Visakhapatnam,2019-05-23,42.0,9.3,48.0,Dry
Tamil Nadu,Madurai,2019-05-23,45.5,1.0,48.2,Sunny
Kerala,Kochi,2019-05-22,44.9,6.6,28.4,Dry
Maharashtra,Pune,2019-05-22,36.0,3.6,38.7,Hot
Tripura,Agartala,2019-05-22,36.0,3.6,38.7,Hot
Bihar,Bhagalpur,2019-05-21,40.4,2.0,25.0,Sunny
Gujarat,Vadodara,2019-05-21,33.9,1.5,36.6,Sunny
Assam,Dibrugarh,2019-05-20,42.0,3.6,26.6,Sunny
Kerala,Thiruvananthapuram,2019-05-20,42.7,4.0,30.6,Hot
Arunachal Pradesh,Naharlagun,2019-05-19,41.0,8.3,47.0,Hot
Assam,Guwahati,2019-05-19,32.5,6.2,17.1,Hot
Goa,Margao,2019-05-19,41.9,9.7,42.4,Sunny
Madhya Pradesh,Jabalpur,2019-05-19,43.0,4.4,29.8,Clear
Andhra Pradesh,Vijayawada,2019-05-18,45.0,0.3,49.9,Dry
Karnataka,Mysuru,2019-05-18,38.7,6.3,41.4,Sunny
Bihar,Patna,2019-05-17,34.4,8.2,17.9,Clear
Chhattisgarh,Raipur,2019-05-16,32.1,11.7,35.9,Sunny
Maharashtra,Nagpur,2019-05-16,38.6,0.1,24.3,Sunny
Tamil Nadu,Tiruchirappalli,2019-05-16,41.7,3.0,29.6,Dry
Bihar,Gaya,2019-05-15,40.9,8.7,41.4,Clear
Karnataka,Hubballi,2019-05-14,34.4,8.0,20.1,Clear
Kerala,Kozhikode,2019-05-14,34.0,1.6,36.7,Hot
Maharashtra,Aurangabad,2019-05-14,39.9,1.3,26.7,Dry
Rajasthan,Jodhpur,2019-05-13,28.6,2.2,49.4,Sunny
Madhya Pradesh,Bhopal,2019-05-12,38.5,6.0,42.3,Sunny
Manipur,Imphal,2019-05-12,32.6,6.3,17.2,Clear
West Bengal,Kolkata,2019-05-12,37.6,11.2,23.3,Clear
Karnataka,Bengaluru,2019-05-11,29.0,8.6,32.8,Hot
Uttarakhand,Dehradun,2019-05-11,40.1,7.6,43.9,Sunny
West Bengal,Howrah,2019-05-11,28.1,1.7,48.9,Dry
Uttar Pradesh,Agra,2019-05-09,45.7,1.2,48.4,Clear
Himachal Pradesh,Dharamshala,2019-05-08,36.4,3.7,42.4,Dry
Madhya Pradesh,Indore,2019-05-07,39.1,6.6,42.9,Clear
Chhattisgarh,Bilaspur,2019-05-06,33.7,7.2,20.5,Hot
Maharashtra,Nashik,2019-05-06,36.1,9.7,21.8,Dry
Odisha,Bhubaneswar,2019-05-06,36.1,9.7,21.8,Dry
Chhattisgarh,Durg,2019-05-05,44.7,0.2,47.4,Sunny
Delhi (NCT),New Delhi,2019-05-05,44.7,0.2,47.4,Sunny
Goa,Panaji,2019-05-04,40.0,7.8,40.5,Hot
Haryana,Gurugram,2019-05-04,35.2,2.8,37.9,Hot
Maharashtra,Mumbai,2019-05-04,35.6,9.2,21.3,Clear
Rajasthan,Kota,2019-05-04,30.6,4.3,15.2,Clear
Punjab,Ludhiana,2019-05-03,39.6,1.2,24.2,Sunny
Tamil Nadu,Chennai,2019-05-02,42.1,9.7,44.8,Clear
Uttarakhand,Nainital,2019-05-02,39.7,7.2,43.5,Sunny
Gujarat,Rajkot,2019-05-01,31.7,5.4,16.3,Hot
Andhra Pradesh,Tirupati,2019-04-30,43.8,5.2,30.6,Clear
Jharkhand,Dhanbad,2019-04-30,37.9,5.5,40.6,Sunny
Nagaland,Kohima,2019-04-30,37.0,10.7,21.6,Clear
Tamil Nadu,Coimbatore,2019-04-30,39.2,6.7,43.0,Dry
Uttar Pradesh,Lucknow,2019-04-29,44.5,12.0,48.3,Sunny
Haryana,Panipat,2019-04-28,40.2,1.8,24.8,Clear
Jharkhand,Ranchi,2019-04-28,30.0,9.7,32.7,Hot
Madhya Pradesh,Gwalior,2019-04-28,31.7,5.2,18.5,Hot
Mizoram,Aizawl,2019-04-28,32.8,6.5,17.4,Sunny
Arunachal Pradesh,Itanagar,2019-04-27,35.1,8.5,23.0,Hot
Sikkim,Gangtok,2019-04-27,30.7,4.4,15.3,Dry
Uttar Pradesh,Kanpur,2019-04-27,32.9,0.4,36.7,Sunny
Ladakh,Kargil,2019-04-27,34.0,1.7,35.6,Dry
Himachal Pradesh,Shimla,2019-04-26,39.1,0.5,25.9,Dry
Jharkhand,Jamshedpur,2019-04-26,38.2,5.7,42.0,Hot
West Bengal,Siliguri,2019-04-26,30.8,10.4,34.6,Dry
Ladakh,Leh,2019-04-26,38.0,5.8,38.5,Hot
Punjab,Chandigarh,2019-04-24,40.1,7.7,42.8,Clear
Telangana,Warangal,2019-04-24,33.1,6.7,18.8,Hot
Gujarat,Ahmedabad,2019-04-23,38.0,5.6,40.7,Hot
Meghalaya,Shillong,2019-04-23,34.7,8.3,20.4,Hot
Assam,Silchar,2019-04-21,36.2,3.9,37.8,Hot
Haryana,Faridabad,2019-04-21,37.5,5.1,40.2,Sunny
Karnataka,Mangaluru,2019-04-21,45.8,7.3,31.5,Sunny
Nagaland,Dimapur,2019-04-21,30.1,9.8,32.8,Clear
Uttarakhand,Haridwar,2019-04-21,38.8,6.3,42.6,Dry
Andhra Pradesh,Guntur,2019-04-20,40.4,7.9,44.2,Dry
Gujarat,Surat,2019-04-19,39.4,7.1,41.0,Hot
Odisha,Cuttack,2019-04-19,28.7,2.4,48.4,Dry
Punjab,Jalandhar,2019-04-19,29.6,9.3,32.3,Hot
Telangana,Nizamabad,2019-04-19,41.6,3.1,27.3,Clear
Himachal Pradesh,Manali,2019-04-18,37.1,10.6,23.9,Dry
West Bengal,Darjeeling,2019-04-18,29.2,2.7,16.0,Sunny
Rajasthan,Jaipur,2019-04-17,32.8,0.4,35.5,Hot
